baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	newp	Treatment	tissue	otu
Otu00140	9.19785915382856	-2.69878082319314	1.00258603830239	-2.69181967441199	0.00710633572331291	0.0501884960458975	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	5.0e-02	Control	D19_feces	Otu00140
Otu00141	30.092126512795	-1.57422905675978	0.669125512170135	-2.35266632063419	0.0186393519445601	0.0865580864274777	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA	8.7e-02	Control	D19_feces	Otu00141
Otu00145	21.8002974502471	1.91338136579586	0.729808160230647	2.62175934726622	0.00874771765664856	0.0549978112301956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	5.5e-02	RPS	D19_feces	Otu00145
Otu00149	6.10984276057112	-4.11580299382416	1.00886292554541	-4.07964540038886	4.510445077267e-05	0.00254840146865585	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	3.0e-03	Control	D19_feces	Otu00149
Otu00159	19.4077525987259	-2.27566499524838	0.91614617861959	-2.48395403305317	0.012993257891993	0.0667380973543279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	6.7e-02	Control	D19_feces	Otu00159
Otu00164	4.24446550035393	-3.37821397386431	1.2893328267941	-2.62012562129839	0.0087897381779822	0.0549978112301956	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	5.5e-02	Control	D19_feces	Otu00164
Otu00165	6.82070282636534	-6.48967943062273	2.51255124820948	-2.58290430304555	0.00979724942355024	0.05629267041667	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	5.6e-02	Control	D19_feces	Otu00165
Otu00168	33.2750254672331	-2.19523631659247	0.700950449951228	-3.13179956835068	0.00173738439413355	0.0197263474662682	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	2.0e-02	Control	D19_feces	Otu00168
Otu00170	15.42513180147	-4.88126727601303	2.10518380576645	-2.3186893527503	0.0204118862554407	0.0886140431255407	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	NA	8.9e-02	Control	D19_feces	Otu00170
Otu00176	18.9690077358752	2.58542282835092	1.01869990028163	2.53796317015066	0.0111499717697402	0.0609651682248698	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	6.1e-02	RPS	D19_feces	Otu00176
Otu00177	6.68789902742034	-1.72162356346247	0.760029623652739	-2.26520586814533	0.0235000492130819	0.0940822560595649	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	9.4e-02	Control	D19_feces	Otu00177
Otu001801	10.9376769482609	1.61220642760991	0.678304563134346	2.37681790044304	0.017462706653722	0.0833782754311517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	8.3e-02	RPS	D19_feces	Otu00180
Otu00182	27.2036170505927	-2.70820568554023	1.1302762546938	-2.39605642805786	0.0165725387724853	0.0802584377696074	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema_2	8.0e-02	Control	D19_feces	Otu00182
Otu00184	18.5894535675297	-3.17947308463684	1.11739015174457	-2.84544577350423	0.00443493098859132	0.03579622869363	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	NA	3.6e-02	Control	D19_feces	Otu00184
Otu00210	5.04640839907524	-2.86831878170127	0.861231624030283	-3.33048474030537	0.000866949153152072	0.0117558305167421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	1.2e-02	Control	D19_feces	Otu00210
Otu00216	4.61754727891767	-2.4463495082453	0.886458498701266	-2.75968870717512	0.00578564619461039	0.0435852013327316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	4.4e-02	Control	D19_feces	Otu00216
Otu002231	22.7497410730394	8.10237350626621	1.43626026057862	5.64129895441236	1.68772028209052e-08	2.86068587814342e-06	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	0.0e+00	RPS	D19_feces	Otu00223
Otu00229	1.64402614430397	-1.89278544468704	0.854227253150235	-2.21578676834155	0.0267061090735481	0.0994875931421187	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.9e-02	Control	D19_feces	Otu00229
Otu00234	3.1977689928428	-2.67329030420171	1.19395661649877	-2.23901795698493	0.025154747790461	0.0969029488746167	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.7e-02	Control	D19_feces	Otu00234
Otu00238	1.62089019188841	-4.29428315238611	1.75959804016036	-2.44049098394923	0.0146673120710832	0.0720611419144523	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	NA	7.2e-02	Control	D19_feces	Otu00238
Otu00251	3.11522828241119	-3.98059512786456	1.75841325708521	-2.26374267358681	0.0235899462096254	0.0940822560595649	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	9.4e-02	Control	D19_feces	Otu00251
Otu00258	2.08144018232152	2.99988640526032	1.35379509642708	2.21590875397436	0.0266977518916781	0.0994875931421187	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.9e-02	RPS	D19_feces	Otu00258
Otu00268	8.27042457583918	-3.57700694714696	0.96743361283556	-3.69741850984763	0.000217803103964799	0.00574377902682718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	6.0e-03	Control	D19_feces	Otu00268
Otu00270	2.54171567575695	4.45826168584948	1.68103808790574	2.65208844339966	0.00799955845925209	0.053173535640911	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	5.3e-02	RPS	D19_feces	Otu00270
Otu00271	5.97392606448612	6.17445257584355	1.75301483299045	3.52219071946506	0.000427996115685931	0.00853474607161944	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	9.0e-03	RPS	D19_feces	Otu00271
Otu00284	2.5524005840477	-2.43154781859888	1.08445684133339	-2.24218034865194	0.0249497186909817	0.0969029488746167	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	9.7e-02	Control	D19_feces	Otu00284
Otu00287	5.54034098918131	1.88477992810225	0.731574543160515	2.57633339722253	0.00998543133111135	0.0564176870207791	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	5.6e-02	RPS	D19_feces	Otu00287
Otu00295	3.78853720194609	-2.95168767234613	1.0659735864355	-2.76900638993904	0.00562275324492781	0.0433207579552393	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	4.3e-02	Control	D19_feces	Otu00295
Otu00300	2.18831262647668	2.82634104438307	1.21658767949981	2.32317085895945	0.0201699755876971	0.0886140431255407	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	8.9e-02	RPS	D19_feces	Otu00300
Otu00304	2.03152182164088	-4.04525228722832	1.4085927551643	-2.87183948121078	0.00408090197019841	0.0354724555871093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	3.5e-02	Control	D19_feces	Otu00304
Otu00315	10.3062876234452	-3.08566531012579	1.39042580404357	-2.21922327761194	0.0264715381941778	0.0994875931421187	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	9.9e-02	Control	D19_feces	Otu00315
Otu00321	8.1263024949309	-4.86604445133849	1.02168547150843	-4.76276171780557	1.90961285492747e-06	0.000215786252606804	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	0.0e+00	Control	D19_feces	Otu00321
Otu00329	4.00374254150326	5.35612754413883	1.54178238384946	3.47398413696094	0.000512791348843873	0.0091492772241091	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.0e-03	RPS	D19_feces	Otu00329
Otu00335	6.81944681037943	-5.80159733831079	1.52002234851487	-3.81678423608653	0.000135202303726143	0.00464599111169244	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	NA	5.0e-03	Control	D19_feces	Otu00335
Otu00338	9.7167848236162	5.90027489511582	1.62329264250475	3.63475736944859	0.000278242370653782	0.00612072529988774	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	6.0e-03	RPS	D19_feces	Otu00338
Otu00348	4.05647732421226	-3.53772139598203	0.877370124498191	-4.03218812357603	5.52599231534439e-05	0.00267615913557393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	3.0e-03	Control	D19_feces	Otu00348
Otu00350	1.65823939492839	-3.24142816835897	1.30233178700141	-2.48894191227744	0.0128123897348225	0.0667380973543279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	6.7e-02	Control	D19_feces	Otu00350
Otu00360	2.17360232356425	-2.85543499664314	1.06842217317353	-2.6725718244518	0.00752722587821039	0.0514240148726854	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	5.1e-02	Control	D19_feces	Otu00360
Otu00363	7.03582385703982	-2.46510512087315	1.07501757880302	-2.29308354531088	0.0218431955280613	0.0912306249104847	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	9.1e-02	Control	D19_feces	Otu00363
Otu00364	12.6121781994093	-6.68065617046403	1.46011527408473	-4.57543064512613	4.75241388478052e-06	0.000322213661388119	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	0.0e+00	Control	D19_feces	Otu00364
Otu00368	1.74757393857069	-4.10036437989879	1.81981367357319	-2.25317813545591	0.0242479194284132	0.095581914956187	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	9.6e-02	Control	D19_feces	Otu00368
Otu00380	7.47505449753853	-4.86115253232964	1.74474325400807	-2.78617069942094	0.00533347775392145	0.0420476501995202	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	4.2e-02	Control	D19_feces	Otu00380
Otu00383	7.65752413650204	-4.01602529349455	1.48039333753685	-2.71280962408045	0.00667154225937639	0.0481202728920978	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	4.8e-02	Control	D19_feces	Otu00383
Otu00392	3.06176835452159	5.20957463507935	2.25102264937429	2.31431462341236	0.0206504702268959	0.0886140431255407	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	8.9e-02	RPS	D19_feces	Otu00392
Otu00398	1.943820698193	-4.54870195281969	1.40496965773307	-3.23758020522598	0.00120548049124789	0.0157176110205014	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	1.6e-02	Control	D19_feces	Otu00398
Otu00415	3.80827212456378	-3.86616156262768	1.48195115950975	-2.60883196981111	0.00908518415602051	0.0549978112301956	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	5.5e-02	Control	D19_feces	Otu00415
Otu00422	2.97664048461414	-2.71650461835301	1.0312456293624	-2.6341974608247	0.00843364253923064	0.0549808619384459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	5.5e-02	Control	D19_feces	Otu00422
Otu00432	2.9970319133658	-4.89193133397365	1.83216999402006	-2.67002044021036	0.00758466296057307	0.0514240148726854	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]_coprostanoligenes_group	5.1e-02	Control	D19_feces	Otu00432
Otu00448	2.00727740595735	-4.59573568751881	2.02258689247206	-2.27220679844403	0.0230740228531736	0.0940822560595649	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	9.4e-02	Control	D19_feces	Otu00448
Otu00452	8.66005964275731	-6.68624185098099	1.96900583358625	-3.39574506938002	0.000684420729946981	0.0107784731529788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	1.1e-02	Control	D19_feces	Otu00452
Otu00457	3.60726034569741	-5.12420860303613	1.46931591799639	-3.48747913248207	0.000487596972014673	0.0091492772241091	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	9.0e-03	Control	D19_feces	Otu00457
Otu00467	1.42113200766065	-3.7011909628612	1.42546745324184	-2.59647525058805	0.0094185690743281	0.0550499123482281	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	5.5e-02	Control	D19_feces	Otu00467
Otu00470	5.13884059133944	-2.04585971455615	0.783414868605353	-2.61146398484652	0.00901554833544329	0.0549978112301956	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	5.5e-02	Control	D19_feces	Otu00470
Otu00475	4.06932488922063	-4.57953887571075	1.52275493673511	-3.00740372940743	0.00263489567215692	0.0262714597900351	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	2.6e-02	Control	D19_feces	Otu00475
Otu00483	2.63443415305081	-2.99006233197451	1.15103530014266	-2.59771557970804	0.00938461907749756	0.0550499123482281	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	5.5e-02	Control	D19_feces	Otu00483
Otu00498	3.26278669623165	3.81556375916125	1.30444352593842	2.92505093803607	0.00344399843891451	0.0315544721835681	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	3.2e-02	RPS	D19_feces	Otu00498
Otu00509	3.46312495513506	-3.66539724608511	1.59039086625822	-2.30471472381431	0.0211825557286056	0.0897610798999664	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	9.0e-02	Control	D19_feces	Otu00509
Otu00526	2.88125244102445	-3.35234238971225	1.33263621970128	-2.51557202194586	0.0118839393609469	0.0629477413025157	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	6.3e-02	Control	D19_feces	Otu00526
Otu00630	2.60438297677184	-4.95647290339152	2.01502666419493	-2.45975549180725	0.0139031699609229	0.0693113914228361	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	NA	6.9e-02	Control	D19_feces	Otu00630
Otu00669	1.16640044444326	-3.10883421116216	1.33842429446194	-2.32275685970864	0.0201922178079754	0.0886140431255407	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	NA	8.9e-02	Control	D19_feces	Otu00669
Otu00004	1194.01517507125	-2.25099097185182	0.40709052873623	-5.52946043436527	3.21217236100133e-08	1.9273034166008e-06	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	0.0e+00	Control	D21_feces	Otu00004
Otu000081	273.958217548716	1.20424288958943	0.32458563980536	3.71009293667939	0.000207183176894848	0.00193370965101859	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	2.0e-03	RPS	D21_feces	Otu00008
Otu00009	3.20641713890109	-3.66799038252535	0.987772997901303	-3.71339405948395	0.00020449809162722	0.00193370965101859	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	2.0e-03	Control	D21_feces	Otu00009
Otu000111	227.043171675249	-5.32649092108304	1.17200999015736	-4.54474873577476	5.50008237363361e-06	0.000135884388054477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	0.0e+00	Control	D21_feces	Otu00011
Otu000141	30.6668493597383	-1.67101642942298	0.623265219277235	-2.68106799118481	0.00733876034367292	0.0300564186505657	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	3.0e-02	Control	D21_feces	Otu00014
