group experiment tissue day pig_num treatment design invsimpson shannon sample
FS2D21P73 FS2 feces 21 73 control feces_21_control 6.03255074260762 2.30271087366925 feces_21_73
FS2D21P74 FS2 feces 21 74 RPS feces_21_RPS 4.57674323488361 1.96872521277265 feces_21_74
FS2D21P75 FS2 feces 21 75 RPS feces_21_RPS 4.82990462193534 2.14243327065329 feces_21_75
FS2D21P76 FS2 feces 21 76 RPS feces_21_RPS 3.76772907561667 1.70481893893713 feces_21_76
FS2D21P83 FS2 feces 21 83 control feces_21_control 6.26900506166718 2.36149094867767 feces_21_83
FS2D21P84 FS2 feces 21 84 control feces_21_control 2.50548673041917 1.46807071846672 feces_21_84
FS2D21P79 FS2 feces 21 79 RPS feces_21_RPS 3.98995920928773 1.84705746933162 feces_21_79
FS2D21P80 FS2 feces 21 80 RPS feces_21_RPS 5.62391882315691 2.38617041407324 feces_21_80
FS2D21P81 FS2 feces 21 81 control feces_21_control 8.22378228812797 2.64841367122447 feces_21_81
FS2D21P82 FS2 feces 21 82 control feces_21_control 2.51414872577495 1.36243742163676 feces_21_82
FS2D21P77 FS2 feces 21 77 RPS feces_21_RPS 6.33015272303517 2.40647857715749 feces_21_77
FS2D21P78 FS2 feces 21 78 RPS feces_21_RPS 5.90779107475889 2.1262041790097 feces_21_78
FS2D21P85 FS2 feces 21 85 control feces_21_control 2.12790945325098 1.48100694462294 feces_21_85
FS2D21P86 FS2 feces 21 86 control feces_21_control 3.15141393695105 1.96798904142855 feces_21_86
FS2D21P87 FS2 feces 21 87 control feces_21_control 4.15252535935416 1.91427418638266 feces_21_87
FS2D21P90 FS2 feces 21 90 RPS feces_21_RPS 3.07616054474318 1.54245182070466 feces_21_90
FS2D21P91 FS2 feces 21 91 RPS feces_21_RPS 3.00513339715951 1.60489474542811 feces_21_91
FS2D21P92 FS2 feces 21 92 RPS feces_21_RPS 4.44285718539664 1.98868123602997 feces_21_92
FS2D21P93 FS2 feces 21 93 RPS feces_21_RPS 4.43235117912968 2.00230172287079 feces_21_93
FS2D21P94 FS2 feces 21 94 RPS feces_21_RPS 5.36827725826434 2.1398648913234 feces_21_94
FS2D21P95 FS2 feces 21 95 RPS feces_21_RPS 7.00401053410675 2.3635990205484 feces_21_95
FS2D21P96 FS2 feces 21 96 RPS feces_21_RPS 2.86573157583378 1.54398049913558 feces_21_96
X2P67N4ACD21 FS2 colon 21 67 control colon_21_control 1.70964310500441 1.07406729159283 colon_21_67
X2P67N4AFD12 FS2 feces 12 67 control feces_12_control 3.53230305933453 2.04594341925017 feces_12_67
X2P67N4AFD15 FS2 feces 15 67 control feces_15_control 2.13289925935174 1.22930437587546 feces_15_67
X2P67N4AMD21 FS2 cec_cont_RNA 21 67 control cec_cont_RNA_21_control 2.11121833784723 1.46255120619739 cec_cont_RNA_21_67
X2P67N4AXD21 FS2 cecum 21 67 control cecum_21_control 2.08865132231309 1.23079822682312 cecum_21_67
X2P67N4AiD21 FS2 ileum 21 67 control ileum_21_control 2.54958845744166 1.89913482422019 ileum_21_67
X2P68N4ACD21 FS2 colon 21 68 control colon_21_control 4.36251499725639 1.94074262229653 colon_21_68
X2P68N4AFD12 FS2 feces 12 68 control feces_12_control 5.26175392894802 2.16093959708673 feces_12_68
X2P68N4AFD15 FS2 feces 15 68 control feces_15_control 3.99708168687072 2.06185248459807 feces_15_68
X2P68N4AFD19 FS2 feces 19 68 control feces_19_control 5.89830115382385 2.76198860230588 feces_19_68
X2P68N4AMD21 FS2 cec_cont_RNA 21 68 control cec_cont_RNA_21_control 6.27693481346025 2.24615875088301 cec_cont_RNA_21_68
X2P68N4AXD21 FS2 cecum 21 68 control cecum_21_control 3.45467469870219 1.62682998511325 cecum_21_68
X2P68N4AiD21 FS2 ileum 21 68 control ileum_21_control 5.59593534965594 2.19504942588337 ileum_21_68
X2P69N4ACD21 FS2 colon 21 69 control colon_21_control 2.42678071080961 1.26648191099932 colon_21_69
X2P69N4AFD12 FS2 feces 12 69 control feces_12_control 12.4070916166802 3.26728004067914 feces_12_69
X2P69N4AFD15 FS2 feces 15 69 control feces_15_control 4.1959757917551 2.21234057701681 feces_15_69
X2P69N4AFD19 FS2 feces 19 69 control feces_19_control 7.30163225223403 2.60796640489584 feces_19_69
X2P69N4AMD21 FS2 cec_cont_RNA 21 69 control cec_cont_RNA_21_control 3.4816704120025 1.78877397191684 cec_cont_RNA_21_69
X2P69N4AXD21 FS2 cecum 21 69 control cecum_21_control 2.47227656601252 1.2858765039357 cecum_21_69
X2P69N4AiD21 FS2 ileum 21 69 control ileum_21_control 2.96388077550353 1.61961822607286 ileum_21_69
X2P70N4ACD21 FS2 colon 21 70 control colon_21_control 4.053752592445 1.79198186562621 colon_21_70
X2P70N4AFD12 FS2 feces 12 70 control feces_12_control 6.89180134016555 2.5306088210585 feces_12_70
X2P70N4AFD15 FS2 feces 15 70 control feces_15_control 5.17569245783506 2.19800850007006 feces_15_70
X2P70N4AFD19 FS2 feces 19 70 control feces_19_control 8.47029079988419 2.64297352310972 feces_19_70
X2P70N4AMD21 FS2 cec_cont_RNA 21 70 control cec_cont_RNA_21_control 5.21217329537184 2.18259889636663 cec_cont_RNA_21_70
X2P70N4AXD21 FS2 cecum 21 70 control cecum_21_control 3.73740180623096 1.69209967577702 cecum_21_70
X2P70N4AiD21 FS2 ileum 21 70 control ileum_21_control 6.30310745482172 2.35033589130739 ileum_21_70
X2P71N4AMD21 FS2 cec_cont_RNA 21 71 control cec_cont_RNA_21_control 3.30666595746724 1.95047126105444 cec_cont_RNA_21_71
X2P71N4BCD21 FS2 colon 21 71 control colon_21_control 2.65728036778967 1.50879637154898 colon_21_71
X2P71N4BFD12 FS2 feces 12 71 control feces_12_control 14.6149465820338 3.43034511437382 feces_12_71
X2P71N4BFD15 FS2 feces 15 71 control feces_15_control 9.31652651735909 2.89578359769987 feces_15_71
X2P71N4BFD19 FS2 feces 19 71 control feces_19_control 5.65592604386218 2.44710233697785 feces_19_71
X2P71N4BXD21 FS2 cecum 21 71 control cecum_21_control 3.80851054778004 1.80762360553765 cecum_21_71
X2P71N4BiD21 FS2 ileum 21 71 control ileum_21_control 7.42325871430609 2.52390732516838 ileum_21_71
X2P72N4AMD21 FS2 cec_cont_RNA 21 72 control cec_cont_RNA_21_control 2.16025648760057 1.53753292131903 cec_cont_RNA_21_72
X2P72N4BCD21 FS2 colon 21 72 control colon_21_control 1.16779984533807 0.431099589741554 colon_21_72
X2P72N4BFD12 FS2 feces 12 72 control feces_12_control 3.1179997018556 1.63020504840321 feces_12_72
X2P72N4BFD15 FS2 feces 15 72 control feces_15_control 5.0718587504235 2.05134085104106 feces_15_72
X2P72N4BFD19 FS2 feces 19 72 control feces_19_control 3.50466776754416 1.75716363524363 feces_19_72
X2P72N4BXD21 FS2 cecum 21 72 control cecum_21_control 1.08053918423255 0.255563281395628 cecum_21_72
X2P72N4BiD21 FS2 ileum 21 72 control ileum_21_control 10.1777500875426 2.86891382287531 ileum_21_72
X2P73N4AMD21 FS2 cec_cont_RNA 21 73 control cec_cont_RNA_21_control 4.03563887240945 1.94308876252545 cec_cont_RNA_21_73
X2P73N4BCD21 FS2 colon 21 73 control colon_21_control 5.34711435885857 2.11627475676156 colon_21_73
X2P73N4BFD12 FS2 feces 12 73 control feces_12_control 10.1452694279614 2.80209474146201 feces_12_73
X2P73N4BFD15 FS2 feces 15 73 control feces_15_control 7.8094616639478 2.61898444092925 feces_15_73
X2P73N4BFD19 FS2 feces 19 73 control feces_19_control 2.69949623032159 1.86497837203879 feces_19_73
X2P73N4BXD21 FS2 cecum 21 73 control cecum_21_control 5.46892655367232 2.00276588912402 cecum_21_73
X2P73N4BiD21 FS2 ileum 21 73 control ileum_21_control 7.66164395520127 2.44735382161028 ileum_21_73
X2P74N5ACD21 FS2 colon 21 74 RPS colon_21_RPS 3.70320619579363 1.61401677082897 colon_21_74
X2P74N5AFD12 FS2 feces 12 74 RPS feces_12_RPS 14.0437310374905 3.21553407150392 feces_12_74
X2P74N5AFD15 FS2 feces 15 74 RPS feces_15_RPS 4.41982508440166 2.05795606445764 feces_15_74
X2P74N5AFD19 FS2 feces 19 74 RPS feces_19_RPS 5.60411867224904 2.14293244028346 feces_19_74
X2P74N5AMD21 FS2 cec_cont_RNA 21 74 RPS cec_cont_RNA_21_RPS 3.51387641543206 1.58293680099412 cec_cont_RNA_21_74
X2P74N5AXD21 FS2 cecum 21 74 RPS cecum_21_RPS 3.62199170896744 1.4832555563324 cecum_21_74
X2P74N5AiD21 FS2 ileum 21 74 RPS ileum_21_RPS 8.04695823198301 2.54547645383836 ileum_21_74
X2P75N5ACD21 FS2 colon 21 75 RPS colon_21_RPS 3.95374609464367 2.11286520147075 colon_21_75
X2P75N5AFD12 FS2 feces 12 75 RPS feces_12_RPS 7.47038736919405 2.88110563688253 feces_12_75
X2P75N5AFD15 FS2 feces 15 75 RPS feces_15_RPS 5.42589452068577 2.42673614612506 feces_15_75
X2P75N5AFD19 FS2 feces 19 75 RPS feces_19_RPS 5.23931659947841 2.21495863659151 feces_19_75
X2P75N5AMD21 FS2 cec_cont_RNA 21 75 RPS cec_cont_RNA_21_RPS 4.00935868634427 2.22025170243045 cec_cont_RNA_21_75
X2P75N5AXD21 FS2 cecum 21 75 RPS cecum_21_RPS 4.14318124807352 2.0437999160112 cecum_21_75
X2P75N5AiD21 FS2 ileum 21 75 RPS ileum_21_RPS 2.97969481645983 1.75126690739147 ileum_21_75
X2P76N5ACD21 FS2 colon 21 76 RPS colon_21_RPS 5.19385977839226 2.09662202906308 colon_21_76
X2P76N5AFD12 FS2 feces 12 76 RPS feces_12_RPS 2.37361970705415 1.54033805115287 feces_12_76
X2P76N5AFD15 FS2 feces 15 76 RPS feces_15_RPS 1.68195938600654 1.12309307297172 feces_15_76
X2P76N5AFD19 FS2 feces 19 76 RPS feces_19_RPS 5.68674588584155 2.21693772298694 feces_19_76
X2P76N5AMD21 FS2 cec_cont_RNA 21 76 RPS cec_cont_RNA_21_RPS 1.91445902376975 1.10032099500665 cec_cont_RNA_21_76
X2P76N5AXD21 FS2 cecum 21 76 RPS cecum_21_RPS 4.12572494626273 1.66413501593148 cecum_21_76
X2P76N5AiD21 FS2 ileum 21 76 RPS ileum_21_RPS 7.69457103416977 2.58963838856442 ileum_21_76
X2P77N5ACD21 FS2 colon 21 77 RPS colon_21_RPS 3.32711077876581 1.62848820590776 colon_21_77
X2P77N5AFD12 FS2 feces 12 77 RPS feces_12_RPS 3.76770053223861 2.07168615914121 feces_12_77
X2P77N5AFD15 FS2 feces 15 77 RPS feces_15_RPS 1.48309676076886 0.969959670904182 feces_15_77
X2P77N5AFD19 FS2 feces 19 77 RPS feces_19_RPS 8.47837707293511 2.79147363906135 feces_19_77
X2P77N5AXD21 FS2 cecum 21 77 RPS cecum_21_RPS 2.96181757425169 1.54962205626257 cecum_21_77
X2P77N5AiD21 FS2 ileum 21 77 RPS ileum_21_RPS 5.18704638294174 2.20583043800898 ileum_21_77
X2P78N5AMD21 FS2 cec_cont_RNA 21 78 RPS cec_cont_RNA_21_RPS 6.96933111404179 2.30153466502596 cec_cont_RNA_21_78
X2P78N5BCD21 FS2 colon 21 78 RPS colon_21_RPS 8.75425290143908 2.46331269638029 colon_21_78
X2P78N5BFD12 FS2 feces 12 78 RPS feces_12_RPS 7.23945507154491 2.86276863537985 feces_12_78
X2P78N5BFD15 FS2 feces 15 78 RPS feces_15_RPS 9.1545629320571 2.69078610636713 feces_15_78
X2P78N5BFD19 FS2 feces 19 78 RPS feces_19_RPS 4.89782805419962 2.2133870964383 feces_19_78
X2P78N5BXD21 FS2 cecum 21 78 RPS cecum_21_RPS 4.34705488166112 1.96074194723426 cecum_21_78
X2P78N5BiD21 FS2 ileum 21 78 RPS ileum_21_RPS 9.91670119172374 2.74800153634363 ileum_21_78
X2P79N5AMD21 FS2 cec_cont_RNA 21 79 RPS cec_cont_RNA_21_RPS 5.4623259628257 2.25229457570263 cec_cont_RNA_21_79
X2P79N5BCD21 FS2 colon 21 79 RPS colon_21_RPS 6.23326388966255 2.20389481157008 colon_21_79
X2P79N5BFD12 FS2 feces 12 79 RPS feces_12_RPS 10.5945347172089 2.97271190380916 feces_12_79
X2P79N5BFD15 FS2 feces 15 79 RPS feces_15_RPS 7.31177062505717 2.43672727649531 feces_15_79
X2P79N5BFD19 FS2 feces 19 79 RPS feces_19_RPS 6.67341358468287 2.44923905315538 feces_19_79
X2P79N5BXD21 FS2 cecum 21 79 RPS cecum_21_RPS 8.83733768220956 2.7182472897752 cecum_21_79
X2P79N5BiD21 FS2 ileum 21 79 RPS ileum_21_RPS 13.2484209155434 3.07431347275902 ileum_21_79
X2P80N5AMD21 FS2 cec_cont_RNA 21 80 RPS cec_cont_RNA_21_RPS 8.00566616825372 2.61104369603937 cec_cont_RNA_21_80
X2P80N5BCD21 FS2 colon 21 80 RPS colon_21_RPS 2.3819044669436 1.58261545492247 colon_21_80
X2P80N5BFD12 FS2 feces 12 80 RPS feces_12_RPS 2.89382654750083 1.85290208086299 feces_12_80
X2P80N5BFD15 FS2 feces 15 80 RPS feces_15_RPS 2.70561041422865 1.68842344977091 feces_15_80
X2P80N5BXD21 FS2 cecum 21 80 RPS cecum_21_RPS 5.53600542217924 2.08649378874374 cecum_21_80
X2P80N5BiD21 FS2 ileum 21 80 RPS ileum_21_RPS 10.5267128716131 2.93624300558343 ileum_21_80
X2P81N4AFD12 FS2 feces 12 81 control feces_12_control 3.46590452415004 2.04899829568077 feces_12_81
X2P81N4AFD15 FS2 feces 15 81 control feces_15_control 14.9025713077612 3.29979270131987 feces_15_81
X2P81N4AFD19 FS2 feces 19 81 control feces_19_control 12.5314810615287 3.22575467615417 feces_19_81
X2P82N4AFD12 FS2 feces 12 82 control feces_12_control 1.69467132660089 1.01746172689874 feces_12_82
X2P83N4AFD12 FS2 feces 12 83 control feces_12_control 5.19851664477405 2.132771926546 feces_12_83
X2P83N4AFD15 FS2 feces 15 83 control feces_15_control 4.83486086912376 2.15732488214117 feces_15_83
X2P83N4AFD19 FS2 feces 19 83 control feces_19_control 10.3163377723692 2.94429181570141 feces_19_83
X2P84N4AFD12 FS2 feces 12 84 control feces_12_control 6.93865934154516 2.68017593454231 feces_12_84
X2P84N4AFD15 FS2 feces 15 84 control feces_15_control 4.32171647000551 2.3662256151326 feces_15_84
X2P85N4BFD12 FS2 feces 12 85 control feces_12_control 10.3950653983353 3.16830490903307 feces_12_85
X2P85N4BFD15 FS2 feces 15 85 control feces_15_control 2.9524731733187 1.43815173721824 feces_15_85
X2P85N4BFD19 FS2 feces 19 85 control feces_19_control 4.26446343982348 1.93057348822068 feces_19_85
X2P86N4BFD12 FS2 feces 12 86 control feces_12_control 3.28817294666968 1.7121977827094 feces_12_86
X2P86N4BFD15 FS2 feces 15 86 control feces_15_control 1.97337984292432 1.35901279011641 feces_15_86
X2P86N4BFD19 FS2 feces 19 86 control feces_19_control 3.7782401596371 2.11910583337145 feces_19_86
X2P87N4BFD12 FS2 feces 12 87 control feces_12_control 5.71696864885853 2.26886607633259 feces_12_87
X2P87N4BFD15 FS2 feces 15 87 control feces_15_control 6.24746250990989 2.23568097492695 feces_15_87
X2P87N4BFD19 FS2 feces 19 87 control feces_19_control 5.58774798887452 2.06899900286196 feces_19_87
X2P90N5AFD12 FS2 feces 12 90 RPS feces_12_RPS 16.1179380997821 3.27993414788634 feces_12_90
X2P90N5AFD15 FS2 feces 15 90 RPS feces_15_RPS 4.82244251303914 2.19718528962073 feces_15_90
X2P91N5AFD12 FS2 feces 12 91 RPS feces_12_RPS 5.19707405429255 2.56466959947407 feces_12_91
X2P91N5AFD15 FS2 feces 15 91 RPS feces_15_RPS 6.38132264654768 2.29746043565503 feces_15_91
X2P91N5AFD19 FS2 feces 19 91 RPS feces_19_RPS 5.21104463467648 2.03971530979259 feces_19_91
X2P92N5AFD12 FS2 feces 12 92 RPS feces_12_RPS 8.27703840954774 2.66564135302485 feces_12_92
X2P92N5AFD15 FS2 feces 15 92 RPS feces_15_RPS 5.62778668376616 2.26259043807473 feces_15_92
X2P93N5BFD12 FS2 feces 12 93 RPS feces_12_RPS 5.14208645903937 2.28996060264785 feces_12_93
X2P93N5BFD15 FS2 feces 15 93 RPS feces_15_RPS 8.26655191582804 2.5344033222086 feces_15_93
X2P93N5BFD19 FS2 feces 19 93 RPS feces_19_RPS 2.80499003909787 1.92031260956944 feces_19_93
X2P94N5BFD12 FS2 feces 12 94 RPS feces_12_RPS 1.70137249148179 1.0982853534744 feces_12_94
X2P94N5BFD15 FS2 feces 15 94 RPS feces_15_RPS 6.41336997544138 2.3222609641588 feces_15_94
X2P94N5BFD19 FS2 feces 19 94 RPS feces_19_RPS 5.20456733564336 2.43550106184277 feces_19_94
X2P95N5BFD12 FS2 feces 12 95 RPS feces_12_RPS 2.90532197176224 1.76490992629097 feces_12_95
X2P95N5BFD15 FS2 feces 15 95 RPS feces_15_RPS 3.38042329001347 1.86412207608585 feces_15_95
X2P95N5BFD19 FS2 feces 19 95 RPS feces_19_RPS 9.36727796298738 2.78145171671696 feces_19_95
X2P96N5BFD12 FS2 feces 12 96 RPS feces_12_RPS 4.72937516905599 1.96750198651223 feces_12_96
X2P96N5BFD15 FS2 feces 15 96 RPS feces_15_RPS 1.89568793371069 1.23481263992946 feces_15_96
X2P96N5BFD19 FS2 feces 19 96 RPS feces_19_RPS 3.34113273741766 1.64181189615341 feces_19_96
